true_family,subject_id,param,true_initial,baseline_fitted_static
QLearning,synth198,learn_rate,0.2365660516131126,0.4665568804957076
QLearning,synth198,softmax_inverse_temperature,9.421490406472063,3.482443243149296
CompareToThreshold,synth001,biasL,-0.1081577274109394,-0.2257698065386857
CompareToThreshold,synth001,learn_rate,0.4576959775029977,0.6322737541037441
CompareToThreshold,synth001,softmax_inverse_temperature,11.121938422569684,12.77739803539761
CompareToThreshold,synth001,threshold,0.313025895886942,0.3191369902216435
CompareToThreshold,synth004,biasL,0.3734191796474645,0.2533031184820712
CompareToThreshold,synth004,learn_rate,0.9635397166999228,0.9715931339909272
CompareToThreshold,synth004,softmax_inverse_temperature,12.811431095202067,11.671097865017604
CompareToThreshold,synth004,threshold,0.6159716196727758,0.5835615933223613
CompareToThreshold,synth007,biasL,-0.0944002559823641,-0.018403134732715
CompareToThreshold,synth007,learn_rate,0.6197176863299723,0.883053829877034
CompareToThreshold,synth007,softmax_inverse_temperature,5.380208122742095,2.9337837765783705
CompareToThreshold,synth007,threshold,0.5443845713246642,0.4982757611985577
CompareToThreshold,synth010,biasL,-0.3269334019549894,-0.1774633404679383
CompareToThreshold,synth010,learn_rate,0.3732768063488569,0.5706936653637724
CompareToThreshold,synth010,softmax_inverse_temperature,10.707070144103334,8.47452249476017
CompareToThreshold,synth010,threshold,0.2761881163104661,0.2927384933855077
CompareToThreshold,synth013,biasL,-1.4358586115420515,-0.849798667010749
CompareToThreshold,synth013,learn_rate,0.2489356601320947,0.1594265999163427
CompareToThreshold,synth013,softmax_inverse_temperature,0.6359384553081187,4.528313736240825
CompareToThreshold,synth013,threshold,0.3679623588399321,0.3962924973629883
CompareToThreshold,synth016,biasL,0.4983617763989102,0.2725045689185958
CompareToThreshold,synth016,learn_rate,0.3554250128709394,0.5800231855414522
CompareToThreshold,synth016,softmax_inverse_temperature,8.209650281856703,4.929030986384732
CompareToThreshold,synth016,threshold,0.5238559426214349,0.5066473331237337
CompareToThreshold,synth019,biasL,-0.7564824872338823,-0.4532822564835514
CompareToThreshold,synth019,learn_rate,0.403383951031404,0.6551375178737462
CompareToThreshold,synth019,softmax_inverse_temperature,14.478540763443077,11.265370845251638
CompareToThreshold,synth019,threshold,0.2430530901519995,0.1977401022767609
CompareToThreshold,synth022,biasL,-0.7673678194497472,-0.5057019473128255
CompareToThreshold,synth022,learn_rate,0.4788536393844629,0.4962490741172228
CompareToThreshold,synth022,softmax_inverse_temperature,3.774590528722171,3.8397304628440905
CompareToThreshold,synth022,threshold,0.2812931308516915,0.3364214200343191
CompareToThreshold,synth025,biasL,1.4778532001657112,0.8412811508699934
CompareToThreshold,synth025,learn_rate,0.6891449525238663,0.830988142774685
CompareToThreshold,synth025,softmax_inverse_temperature,17.215714746807592,11.761714894855988
CompareToThreshold,synth025,threshold,0.2455054612386646,0.2718141466107037
CompareToThreshold,synth028,biasL,0.602078655067789,0.2546312206506742
CompareToThreshold,synth028,learn_rate,0.3810501824249949,0.6770992410109815
CompareToThreshold,synth028,softmax_inverse_temperature,12.139362871973336,11.20059384794702
CompareToThreshold,synth028,threshold,0.3054995102502436,0.2708060231356948
CompareToThreshold,synth031,biasL,0.3317684325812898,0.0976174051605156
CompareToThreshold,synth031,learn_rate,0.2004195637304709,0.1527710294726146
CompareToThreshold,synth031,softmax_inverse_temperature,2.569620712807804,4.94141927776147
CompareToThreshold,synth031,threshold,0.3151555225488796,0.3131541155117135
CompareToThreshold,synth034,biasL,0.6467588860592622,0.416258707424199
CompareToThreshold,synth034,learn_rate,0.7224187962759021,0.8275988988692559
CompareToThreshold,synth034,softmax_inverse_temperature,12.204948393388634,9.722871668661412
CompareToThreshold,synth034,threshold,0.5198434745017816,0.5572832149140536
CompareToThreshold,synth037,biasL,1.3350442482624305,0.5691311093036291
